公司名稱,職缺名稱,工作地點,薪資待遇,完整工作內容,條件要求(學歷/科系/經歷),擅長工具與技能,職缺連結
福利優國際有限公司,UX / UX 網頁設計與 AI 自動化專案專員 (設計轉職工程師),新北市新莊區新知一路75號6樓 (距捷運新北產業園區站約500公尺),"月薪35,000~45,000元取得專屬你的薪水報告","【職務亮點】

- 設計升級轉型：打破傳統設計師只做視覺的限制，帶你跨足網頁設計、SEO/AIO 搜尋優化、AI 工具應用與軟體系統開發。

- 無痛跨域學習：由公司導師帶領學習 No-Code/Low-Code 工具（如 Google AppSheet）、自動化流程建置與基礎 Web 開發，打造無法被取代的複合型競爭力。

- 實戰專案落地：直接參與中小企業數位轉型專案，包含企業內部系統建置、AI 自動化小工具開發與網站建置。

- 優質工作環境：提供外接雙螢幕、人體工學座椅、零食飲料櫃與全自動咖啡機，告別小螢幕與腰痠背痛。


【工作內容】

第一階段：視覺設計與 SEO/AIO 實戰（6-12 個月）

- 負責 RWD 網站 UI/UX 設計、視覺美編與前端版面排版
- 學習並執行 SEO（搜尋引擎優化）與 AIO（AI 搜尋引擎優化）內容架構優化
- 協助客戶網站維護、內容更新與專案素材製作
- 學習運用 AI 工具（如 ChatGPT、Midjourney 等）提升設計與內容產出效率
- 第二階段：自動化工具與系統開發（12-24 個月以上）
- 學習使用 No-Code/Low-Code 工具（如 Google AppSheet、Make、n8n 等）為企業建置內部系統（如庫存管理、CRM 等）
- 開發與導入企業內部自動化工具（如文件格式轉換、數據自動同步、AI 自動化流程）
- 參與基礎前端程式或系統邏輯規劃，協助中小企業完成數位轉型導入
- 跨部門溝通，將客戶的業務需求轉化為實用的數位系統與自動化流程

【任職要求】

- 具備設計相關背景（視覺傳達、多媒體、工業設計等），熟悉 Figma、Photoshop 或 Illustrator 等工具
-具備對程式開發與軟體邏輯的好奇心，強烈希望從純設計轉型為具備技術能力的複合型人才
- 具備良好的邏輯思維與細心度，樂於研究新工具、新技術與 AI 應用
- 熟悉基本 HTML/CSS 概念者佳（無經驗但願意學習亦可）
- 善用 ChatGPT、Claude 等 AI 工具輔助工作或解決問題者加分
- 具備良好溝通能力，能理解使用者需求並轉化為友善的介面與流程


【福利與薪酬】

1. 薪資成長：正式錄取享全勤獎金（額外發放，不含在本薪內）。試用期滿（三個月）即進行第一次薪資調整，無調整上限，完全依能力與實績調整；每年固定辦理績效考核與調薪。

2. 獎金制度：到職滿半年即享有年終獎金（未滿半年者依表現發放紅包獎金）；另有三節禮金或禮品、生日禮金（滿試用期後享有）。

3. 法定保障：完整勞健保及勞退金 6% 提撥。

4. 工作環境：全自動咖啡機、隨時補滿的零食櫃與飲料冰箱、不定時員工聚餐。

5. 硬體設備：提供外接雙螢幕與人體工學座椅，打造高效率的開發環境。

職務類別
網頁設計師、前端工程師、UI設計師
工作待遇

月薪35,000~45,000元取得專屬你的薪水報告

工作性質
全職
上班地點
新北市新莊區新知一路75號6樓 (距捷運新北產業園區站約500公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
高中以上
科系要求
不拘
語文條件

不拘

擅長工具
HTML、CSS、Wordpress、SEO、Adobe Photoshop、Illustrator、Figma、ChatGPT、Gemini

工作技能
視覺設計相關知識、電腦排版設計、設計表現能力、網頁軟體操作、網頁語法撰寫、使用者介面設計
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生、
夜間就讀中、
研發替代役、
外籍人士、
原住民、
學生實習、
二度就業、
中壯齡、
僑生、
新住民
 等",,https://www.104.com.tw/job/9543q
南亞科技股份有限公司,智慧系統軟體工程師,新北市泰山區南林路98號,待遇面議,"1.	智慧工廠數據收集與報表平台開發
2.	系統監控與效能優化
3.	智慧工廠相關專案規劃、需求分析與導入

職務類別
軟體工程師、前端工程師、全端工程師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
新北市泰山區南林路98號
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
08:00~17:00
休假制度
週休二日
可上班日
一個月內
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
碩士以上
科系要求
資訊工程相關、數理統計相關、資訊管理相關
語文條件

英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等

擅長工具
Python、Visual C#、Visual Studio .net、ADO、MySQL、Oracle、ActiveX、DHTML、VBScript、jQuery、Node.js

工作技能
系統架構規劃、軟體工程系統開發、生成式AI、資料庫程式設計
其他條件

1.熟Visual Studio.NET開發環境、HTML或C#等語言，且對網頁開發技術有所了解。  
2.擁有應用程式或報表開發的經驗，並熟悉使用關聯性資料庫、SQL語言。
3.限資工/資管或數理統計相關科系所。

歡迎所有求職者，與
應屆畢業生、
二度就業
 等",,https://www.104.com.tw/job/8pln0
虹耀芮品股份有限公司,【資訊部】資深區塊鏈工程師,台北市中正區紹興北街35號9樓之2 (距捷運善導寺站約230公尺),"月薪60,000元以上取得專屬你的薪水報告","職務說明
【主要工作內容】
．區塊鏈應用開發：設計與實作基於 Ethereum、BSC 或其他公鏈/側鏈的應用。
．智能合約設計與部署：使用 Solidity 撰寫、測試與部署合約（ERC20、ERC721、DeFi 模組等）。
．區塊鏈平台整合：串接 Mesh、OpenZeppelin、Chainlink、WalletConnect 等主流框架與工具。
．資安與審計：協助合約安全檢測，執行單元測試與漏洞修補。
．後端服務開發：設計 API、金流與數位資產交易邏輯，支援前端應用。
．數據分析與優化：監控鏈上資料與交易效能，提供優化方案。
．跨部門協作：與產品、設計、前端團隊合作，推動區塊鏈專案落地。
．主管交辦事項：協助其他技術研究或新產品開發。

⸻

【任職條件與能力要求】

基本能力要求
．具備 3 年以上軟體開發經驗，至少 1–2 年區塊鏈相關專案經驗。
．熟悉 Solidity / Rust / Go 任一語言（Solidity 必須）。
．熟悉智能合約開發流程：Truffle、Hardhat、Foundry 等框架。
．熟悉區塊鏈基礎：Ethereum、EVM、Layer2、DeFi、NFT 等。
．熟悉常用工具：OpenZeppelin、Chainlink、MetaMask、IPFS。
．具備 API 開發經驗，熟悉 Node.js、Python 或 Go。
．了解資安議題：重入攻擊、邊界檢查、Gas 優化。
．能閱讀英文技術文件，並追蹤最新區塊鏈趨勢。

特質與軟實力
．良好問題解決能力與邏輯思維。
．團隊合作精神與跨部門溝通能力。
．能承受壓力，具備責任感與自律性。
．持續學習區塊鏈前沿技術。


職務類別
區塊鏈工程師、後端工程師、軟體工程師
工作待遇

月薪60,000元以上取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區紹興北街35號9樓之2 (距捷運善導寺站約230公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
不限
需求人數
不限","條件要求
工作經歷
不拘
學歷要求
不拘
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
不拘
其他條件

未填寫",,https://www.104.com.tw/job/8tgjx
微笑科技股份有限公司,工讀生 Flutter / React Native App 工程師（Shopping App／電商）,台北市萬華區長沙街2段92號3樓之1 (距捷運西門站約410公尺),時薪200~220元取得專屬你的薪水報告,"工作內容（Job Description）
1. 使用 Flutter 或 React Native 開發與維護 iOS / Android Shopping App
2. 與後端工程師串接 API，實作商品瀏覽、購物車、訂單、會員等電商功能
3. 與 UI / UX 設計師合作，將設計稿轉換為高品質跨平台 App 介面
4. 整合第三方服務（如推播、金流、分析工具等）
5. 優化 App 效能、穩定度與使用者體驗
6. 協助 App 上架、版本更新與跨平台問題排除
7. 參與產品功能規劃與技術選型討論

工作條件
1. 熟悉 Flutter（Dart）或 React Native（JavaScript / TypeScript）
2. 具備 iOS / Android 跨平台 App 實際開發經驗
3. 熟悉 RESTful API 串接與 JSON 資料處理
4. 了解 App 生命週期與基本效能優化
5. 熟悉 Git 等版本控制工具

加分條件
1. 具備 Shopping / 電商 App 開發經驗
2. 有 購物車、訂單流程、會員系統、優惠活動 等功能實作經驗
3. 熟悉 Firebase（Push、Analytics、Crashlytics）
4. 具備 第三方 SDK 串接經驗（金流、物流、社群登入）
5. 曾處理 App Store / Google Play 上架流程
6. 了解原生 iOS / Android（能處理必要的 native bridge）

其他條件
良好溝通能力，能與 PM、設計、後端工程師協作
對產品體驗與商業邏輯有基本理解
具主動解決問題與學習新技術的能力

職務類別
iOS工程師、Android工程師、AI工程師
工作待遇

時薪200~220元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市萬華區長沙街2段92號3樓之1 (距捷運西門站約410公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
09:00 - 18:00
休假制度
週休二日
可上班日
可年後上班
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
資訊工程相關
語文條件

不拘

擅長工具
Flutter、iOS、Android

工作技能
伺服器網站管理維護、資訊設備環境設定、系統架構規劃、系統整合分析、網路資料傳輸、軟體程式設計、機器學習、深度學習、自然語言處理、軟體工程系統開發
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生
 等",,https://www.104.com.tw/job/8xpmu
國家資通安全研究院,【前瞻研究籌獲中心】系統後端工程師(台北),台北市中正區,待遇面議,"1.	協助概念驗證程式開發、後端服務建置及產品功能落地，支援不實資訊、網路詐騙、深偽影音等相關應用系統之開發與維運。
2.	建構高效、可擴展且穩定之後端服務，開發與串接 API、AI 模型推論服務及資料處理流程，並與前端、資料及產品團隊協作完成系統整合。
3.	依產品與資料需求研究並開發自動化資料蒐集工具，完成資料擷取、清洗、去重、欄位標準化與結構化，並將結果穩定寫入資料庫或資料儲存環境。
4.	解析目標網站與資料管道，包含 HTML、API 及動態渲染頁面，制定爬取規格、更新頻率、資料欄位、驗證規則與抓取策略，以提升資料完整度、正確性與擷取效率。
5.	建置可維運之爬蟲工作流與監控機制，包含排程、自動化部署、日誌紀錄、指標蒐集、異常告警及問題排除，並支援跨專案資料交付與技術文件撰寫。



工作經驗：
工作經驗不拘，無經驗可，具資訊相關工作經驗尤佳

專業能力：
1.具備 Python、Golang、Node.js 等後端程式語言開發經驗，並熟悉 Flask、FastAPI、Gin、Express 等至少一項後端開發框架。
2. 具備 RESTful API 設計、API 文件撰寫、版本控制 Git 使用經驗，並了解 HTTP、TCP、JWT 認證、API Gateway、使用者權限管理及基本資訊安全概念。
3. 具備自動化資料蒐集工具開發經驗，熟悉至少一種爬蟲常用語言，能依資料需求獨立完成資料擷取、清洗、結構化與來源追溯。
4. 具備網頁機制與資料管道解析經驗，熟悉 JavaScript、DOM、Network、Cookie、Session、Token 等機制，並了解常見反爬限制及因應方式。
5. 具備爬蟲維運與資料交付經驗，能設計重試退避、斷點續爬、併發控制、排程監控、異常偵測及資料寫入流程，具 Cloudflare 對抗、海外網站蒐集或觀測工具使用經驗尤佳。

職務類別
後端工程師、系統工程師、軟體工程師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
台北市中正區
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
週休二日
可上班日
一個月內
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
大學以上
科系要求
資訊工程相關、資訊管理相關、電機電子工程相關
語文條件

不拘

擅長工具
不拘
工作技能
不拘
其他條件

1. 本院依身心障礙者權益保障法、原住民族工作權保障法及中高齡就業專法等，歡迎所有求職者投遞履歷。
2. 依據國家資通安全研究院人員安全查核辦法，本院人員須接受一般安全查核，若有下列情形之一者，為查核未通過，須無異議放棄錄取資格，若已到職應即離職，並願負相關法律責任：
(1) 動員戡亂時期終止後，曾犯內亂罪、外患罪，經有罪判決確定或通緝有案尚未結案。
(2) 曾服公務有貪污行為，經有罪判決確定或通緝有案尚未結案。
(3) 犯前二款以外之罪，判處有期徒刑以上之刑確定，尚未執行或執行未畢。但受緩刑宣告者，不在此限。
(4) 曾任公務員，受免除職務懲戒處分。
(5) 曾任公務員依法停止任用。
(6) 褫奪公權尚未復權。
(7) 大陸地區人民、香港及澳門居民在臺灣未設有戶籍，或設有戶籍未滿二十年。
(8) 受監護或輔助宣告，尚未撤銷。
(9) 係外國人，應經內政部移民署許可居留。

歡迎所有求職者，與
應屆畢業生、
原住民、
二度就業、
中壯齡
 等
身心障礙人士，需附身心障礙證明
顯示全部",,https://www.104.com.tw/job/8j2jg
欣坊股份有限公司,Human-Robot Interaction/Visual Designer 人機互動／視覺設計師,台北市中正區信義路2段211號1樓 (距捷運東門站約180公尺),待遇面議,"神農氏正在打造以雙手臂機器人為核心的 Physical AI 系統。

我們希望找到一位能將技術、科技與品牌形象整合的設計師，透過概念視覺與產品敘事，讓我們的技術與理念被看見；並結合設計創見與技術理解，將公司研發的能力轉化為具有未來感也有辨識度的使用者體驗。

在這個職位中，您將負責：
1. Physical AI 產品介面與人機互動系統的 UI/UX 設計，與 Technical Staff 密切協作，推進設計落地
2. 負責 Visual Language 設計與公司品牌傳達，包括但不限於：
．官方網站的設計與建置，並與 Technical Staff 協作維護網站
．社群內容（Instagram、Threads、LinkedIn 等）的更新與維護
．以視覺化呈現方式（視覺素材、影音等）協助整理公司活動與研發記錄
．對外簡報、提案文件、形象文宣等視覺設計與把關，確保符合公司品牌調性與溝通目標
3. 因應新創的快節奏環境，偶爾協助公司營運與行政等支援性工作，共同維持與提升團隊運作與效率

職務類別
視覺設計師、UI設計師、UX設計師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
台北市中正區信義路2段211號1樓 (距捷運東門站約180公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
0900~1800
休假制度
週休二日
可上班日
一個月內
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
不拘
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
不拘
其他條件

．具備設計、視覺傳達、數位媒體、互動設計或相關背景，並提供作品集（如果作品使用AI 輔助，也歡迎在作品集中說明您的想法以及與 AI 協作的經驗）
．熟悉 Figma、Adobe Photoshop、Adobe Illustrator
．具備網站設計能力，能從版型規劃到 RWD 設計完成整體頁面，並理解設計在瀏覽器上的實作限制
．具備完整的 App、Web 等 UI/UX 設計能力
．具備良好視覺設計能力與審美素養，能獨立完成整體設計任務
．具備跨團隊溝通能力與合作經驗，能與各部門人員友善溝通及協調
．能靈活適應快節奏的新創環境
．對 AI、機器人與新的互動形式保持好奇，願意持續吸收新知

＊加分項目：
．曾參與科技、機器人、AI 或硬體產品的品牌、官網或產品介面設計
．了解 HTML 與 CSS，或具備 JavaScript、前端框架基礎，能獨立完成靜態網站切版與部署
．熟悉生成式 AI 工具，樂於將其放進設計發想、試作或素材製作流程
．具備動態視覺、影音剪輯或產品情境視覺的製作經驗
．有英文介面／英文官網設計經驗，或能以英文閱讀技術資料

歡迎所有求職者，與
應屆畢業生、
日間就讀中、
夜間就讀中、
研發替代役、
外籍人士、
原住民、
學生實習、
二度就業、
中高齡、
高齡、
更生人、
中壯齡、
僑生、
新住民
 等
顯示全部",,https://www.104.com.tw/job/95yc5
微笑科技股份有限公司,IoT 系統整合工程師,台北市萬華區長沙街2段92號3樓之1 (距捷運西門站約410公尺),"月薪32,000~100,000元取得專屬你的薪水報告","主要工作內容如下：

工作內容（Job Description）
1. 智慧手錶資料串流與雲端整合
2. 負責智慧手錶端資料蒐集與上傳機制設計
3. 手錶資料即時／定期傳送至後端伺服器進行處理與儲存
4. 伺服器將資料同步提供 Android 與 iOS App 進行即時或歷史資料呈現

IoT 裝置整合與資料傳輸架構
1. 整合 IoT 裝置與智慧手錶之間的資料通訊
2. 設計 IoT → 手錶 → 雲端伺服器 的資料傳輸流程
3. 後端系統將彙整後的資料提供 Android 與 iOS App 顯示與分析

技術重點
1. 熟悉 IoT 裝置資料通訊（Bluetooth / BLE / MQTT / HTTP 等）
2. 熟悉 Client–Server 架構
3. RESTful API 設計與串接
4. Android / iOS App 與後端資料整合經驗
5. 即時資料或時間序列資料處理經驗佳

【人格特質】
喜歡解決問題、能獨立作業與負責整體系統開發。
對產品體驗、介面設計及穩定性有高度要求。
具團隊合作與良好溝通能力。



職務類別
iOS工程師、Android工程師、AI工程師
工作待遇

月薪32,000~100,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市萬華區長沙街2段92號3樓之1 (距捷運西門站約410公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
09:00 - 18:00
休假制度
週休二日
可上班日
可年後上班
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
資訊工程相關
語文條件

不拘

擅長工具
Flutter、Bluetooth、IoT、iOS、Android、HTTP

工作技能
伺服器網站管理維護、資訊設備環境設定、系統架構規劃、系統整合分析、網路資料傳輸、軟體程式設計、機器學習、深度學習、自然語言處理、軟體工程系統開發
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生
 等",,https://www.104.com.tw/job/8ktwx
藝珂人事顧問股份有限公司,#歡迎應屆畢業#動漫IP遊戲【德文在地化 DE Localization】_彈性上下班x每週2天WFHx豐富社團活動_AMR227,台北市中正區捷運古亭站,"月薪37,000~50,000元取得專屬你的薪水報告","【企業介紹】
這間公司來自日本上市集團，提供知名日本動漫 IP 遊戲於海外市場的在地化與翻譯服務。
在這裡，你可以親自參與大型遊戲專案，並與來自日本及世界各地的夥伴共同打造多語系遊戲內容，提供世界各地美好的遊戲體驗！

【工作內容】
① 德文文本校對：負責遊戲德文內容校對，確保文法、拼字及用詞正確。
② 中翻德與在地化：依據遊戲背景及角色設定進行翻譯，確保內容自然並符合德語玩家語感。
③ 遊戲內容與 UI 檢查：檢查遊戲內翻譯及 UI 呈現，確保文字符合實際遊戲情境。
④ 跨國團隊協作：與海外團隊合作，確保遊戲文本及專有名詞的一致性。

【我們希望你具備】
✔ 德文 B2 以上 (需提供證明)
✔ 做事細心、有耐心，對文字有敏感度
✔ 喜歡玩遊戲，熟悉手遊、Switch 等遊戲相關術語

【其他加分條件】
✔ 日本遊戲、動漫愛好者，且能理解簡單日文
✔ 具中德翻譯或校對經歷
✔ 具遊戲、在地化、LQA或相關產業工作經驗

【優質福利】
✨彈性上下班（08:00–10:00 彈性到班）
✨每週可 2 天 WFH（依專案狀況調整）
✨國際化工作環境、跨國團隊合作
✨完整新人培訓與 Mentor 制度
✨多元社團與各式活動等你參加

※ 歡迎透過 104 投遞履歷，由專人提供面試諮詢&推薦
或將履歷寄至：celineyh.liu@adecco.com
如需進一步了解詳細內容，請加入LINE：@305kxyrl

職務類別
德文翻譯、文編／校對／文字工作者
工作待遇

月薪37,000~50,000元取得專屬你的薪水報告

工作性質
全職
雇用類型
代企業徵才
代徵企業
電腦軟體服務業
上班地點
台北市中正區捷運古亭站
遠端工作
部分遠端，每週2天WFH
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
不拘
語文條件

德文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等

擅長工具
Excel、Word

工作技能
功能測試(function test)、技術文件翻譯、遊戲營運
具備證照

TestDaf(德國大學入學德語鑑定考試)、

FLPT (德語)

免費模擬試題檢測
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生、
外籍人士
 等",,https://www.104.com.tw/job/958l9
貝森碼科技有限公司,測試工程師 - 軟體 / 自動化(SoftwareQA),台北市大同區承德路1段70號14樓 (距捷運大橋頭站約230公尺),待遇面議,"【關於你】
我們希望你是擁有以下特質的人：
- 積極負責：積極完成工作，並把水準做到最好
- 主動貢獻：對於不屬於自己負責的問題也願意思考與提出解法
- 持續學習：喜歡新事物，不會輕易滿於現況，勇於突破舒適圈
- 喜歡團隊合作：願意主動與各部門同事溝通，一同解決問題

【工作內容】
 - 規劃及執行UI 相關驗證
 - 協助開發人員進行 bug 驗證、及問題釐清。
- 運用工具提升 QA 工作效率。
 
【必要條件】
- Python、selenium 

【加分條件】
- 熟悉 TCP/IP

【待遇】
- 休假優於勞基法、年終保証 1個月 + 獎金(與績效相關)、股票選擇權 (與績效相關)

職務類別
軟體工程師、軟韌體測試工程師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
台北市大同區承德路1段70號14樓 (距捷運大橋頭站約230公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
一個月內
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
專科、大學
科系要求
資訊工程相關、其他數學及電算機科學相關
語文條件

不拘

擅長工具
Python、TCP/IP

工作技能
不拘
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生
 等",,https://www.104.com.tw/job/8xlb0
四零四科技股份有限公司,★歡迎新鮮人★ (Sr.) SW Engineer（Windows）資深軟體研發工程師 (ID: 26007S),新北市新莊區中央路239號13樓,待遇面議,"Purpose of this Position
負責工業電腦（IPC）Windows平台及相關軟體之開發與維護，涵蓋Windows OS整合、工業應用程式及工業通訊協定等領域，負責提供穩定、安全且具可靠性的軟體解決方案。需參與產品從開發、系統整合、量產到後續維護的完整生命週期，進行問題分析、弱點修補與產品優化，同時支援客戶應用需求及技術問題，持續提升IPC產品的軟體品質與使用體驗

Major Areas of Responsibility
－ IPC（工業電腦）之Windows OS開發（Win11 LTSC 24H2、Win11 Pro、Win10 LTSC 21H2）
－ Windows應用程式開發與維護
－ 通訊協定開發與整合（PRPHSR / SNMP / MMS等）
－ 既有產品維護、Bug修復、弱點修補與升級
－ 客戶應用技術支援與問題分析

職務類別
軟體工程師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
新北市新莊區中央路239號13樓
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
碩士
科系要求
資訊工程相關、電機電子工程相關
語文條件

英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等

擅長工具
Windows 11、Git、C#、C++

工作技能
不拘
其他條件

Minimum Job Requirements: 
－ Education: 資訊工程、電機相關科系碩士以上
－ Experience: 3年以上Windows軟體、OS開發經驗尤佳
－ Language: 能閱讀與撰寫英文技術文件，具英文溝通能力尤佳

Required Competencies: 
必備條件：
－ Windows系統開發經驗
－ UI/WPF/Windows Service開發經驗
－ 熟悉C++ / C#語言
－ Git版本控制觀念
－ 技術文件撰寫經驗

加分條件：
－ 熟悉x86系統 / Linux / BIOS / 硬體等架構，具備IPC產品開發經驗
－ 熟悉工業通訊協定（PRPHSR / SNMP / MMS等）
－ 實際產品量產與維護經驗
－ 具備使用AI工具規劃、設計、開發軟體專案經驗

顯示全部",,https://www.104.com.tw/job/95t50
貝殼放大股份有限公司,【專案管理部門】集資專員（PM/行銷顧問）,台北市萬華區大理街132之7號 (距捷運龍山寺站約450公尺),"月薪38,000~45,000元取得專屬你的薪水報告","你總是對新事物保持好奇，喜歡拆解問題，也勇於嘗試各種可能嗎？

群眾集資的背後，分別有著一小群有夢想、有行動力的人，和一大群有資源、有關注熱情的人。而我們的工作，是讓他們在最適合的當下遇見彼此；將一個好的想法轉化成能被理解、被支持的集資專案。

現在我們在尋找溝通邏輯清晰、對數字敏感、同時具備活力與創造力的夥伴，一起在短時間內有效運用公司內外的各種資源，將充滿潛力的集資專案從零開始規劃、測試、執行與長賣維護。期待你可以在同樣熱情的夥伴協力下，與提案團隊共同完成理想的集資成績！

在這裡，你可能參與到社會議題、影視音文化、內容出版等類型的集資案件。無論是前期評估、策略研究、溝通主軸發想，製作期影片拍攝腳本、文案寫作，上線後廣告貼文與廣告數據觀察都能實際參與規劃與溝通執行。

重要的是，你不是單打獨鬥；作為專案 PM，你會跟團隊中的優化師、設計師、前端工程師、影像部門等好手一起並肩作戰，在貝殼放大多年的集資心法基礎上，加上你膽大心細的巧妙打理，讓專案貝加耀眼、脫穎而出！


▋工作內容
⁍ 參與並維護長賣集資專案之日常營運。
⁍ 各類型行銷與集資案件之專案窗口與進度管理。
⁍ 發想各類型行銷與集資專案行銷策略與溝通方案。
⁍ 與優化師、設計師、前端工程師、影像等部門夥伴溝通協作：執行市場調查、策略分析、廣告投放、媒體操作、文案撰寫、宣傳影片腳本發想與客戶服務。
⁍ 其他合於職稱或雙方議定之工作項目。

▋申請條件
⁍ 有公益組織、社會議題、行銷企劃、影視文化或媒體公關等相關實習或專案經驗。
⁍ 對公益、社會議題、影視文化等群眾集資領域有興趣，並對貝殼放大與合作專案有足夠認識。
⁍ 思考邏輯縝密，對數字變化敏感；願意學習從數據中找出問題與機會。
⁍ 想法大膽、勇於嘗試，同時能細心推進專案。

▋加分條件
⁍ 具公益專案、社會議題的相關工作或參與經驗。
⁍ 具獨立專案執行經驗，有文案撰寫、社群經營、廣告撰寫經驗者。
⁍ 有瀏覽、或贊助過群眾集資專案。

職務類別
行銷企劃、產品行銷企劃、廣告文案／企劃
工作待遇

月薪38,000~45,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市萬華區大理街132之7號 (距捷運龍山寺站約450公尺)
遠端工作
部分遠端，試用期間需進辦
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
0930~1830（前後彈性半小時，含 1 小時彈性用餐休息時間）
休假制度
週休二日
可上班日
不限
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
大學以上
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
專案時間╱進度控管、專案規劃執行╱範圍管理、實體活動規劃與執行、網路活動規劃與執行、行銷策略擬定、品牌知名度推廣、顧客關係管理、社群媒體經營管理、市場調查企劃與執行
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生
 等",,https://www.104.com.tw/job/6wwmo
數據雲科技股份有限公司,【助理】,台北市中正區青島東路7號2樓之三 (距捷運善導寺站約110公尺),"月薪35,000~40,000元取得專屬你的薪水報告","1. 深入瞭解公司軟體產品功能，提供客戶一對一的產品教學服務。
2. 回覆客戶的訊息，解決操作問題，並維持與重要客戶的關係。 
3. 條理清晰地整理客戶痛點與客戶建議，提供給團隊。
4. 根據產品需求書及介面，撰寫測試項目並記錄測試結果。
5. 依照測試項目，操作系統功能與介面是否符合需求。
6. 將測試到的問題寫下，清楚記錄重現步驟與截圖。
7. 整理測試結果並寫簡易報告。
8. 製作產品相關文件，例：銷售簡報、教學文件、FAQ、教學部落格等內容。

職務類別
行政助理、行銷助理、專案助理
工作待遇

月薪35,000~40,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區青島東路7號2樓之三 (距捷運善導寺站約110公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
週休二日
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
不拘
語文條件

不拘

擅長工具
中文打字50~75、中文打字20~50、Word、Excel、PowerPoint

工作技能
不拘
其他條件

加分但非必要
1. 有SaaS客服經驗
2. 有SaaS測試經驗
3. 曾接觸過 WordPress網頁編輯平台者
4. 懂使用者體驗為中心的概念，懂UI/UX
應徵方式

歡迎所有求職者，與
應屆畢業生、
夜間就讀中
 等",,https://www.104.com.tw/job/8yf0u
